uuid,weight,sex,age,edu,region,age_band,occupation,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q29_2,Q30
e08561c8f990474ea680adfbb76e9784,0.8301,여성,62,고졸 이하,경북,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>5,27>34>35,56>57>68,27>34>1,1,4,1,18,0,"요즘 날씨가 예전 같지 않고 너무 변덕스러워져서 갑작스러운 폭우나 폭염이 올 때 늙은 집이 견딜지, 그리고 몸이 약한 노인들이 어떻게 대처할지 걱정됩니다. 또 동네에 고령자가 점점 많아지는데 혼자 사는 친구들이 사고라도 당하면 어떡하나 하는 불안도 있습니다."
95e713df7e0447879949634b7e49756b,0.9942,여성,62,고졸 이하,경남,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,1,13>1>2,27>33>34,58>62>57,13>1>33,1,4,1,7,,"요즘 날씨가 너무 변덕을 부려서 장마철에 비가 쏟아지면 산에서 흙이 내려올까 봐 제일 겁나고, 우리 마을은 늙은이들이 많아서 혼자 살다가 큰불이 나거나 급할 때 도움을 제대로 못 받을까 봐 그것도 큰 위험인 것 같아요."
42a3b3a2cb78436b93778a480f2a8d12,0.4486,남성,62,고졸 이하,광주,60-69,하역 및 적재 관련 단순 종사원,1,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>9>2,34>27>29,63>57>58,63>34>1,1,3,2,,8,"요즘 같은 폭염에는 야외에서 일하는 우리 같은 사람들이 일하다 쓰러질까 봐 제일 겁나고, 사는 골목이 낡고 좁아서 불이 나면 대피하기도 힘들 것 같습니다. 그리고 나이 들어서 사소한 걸려 넘어져도 크게 다칠까 봐 늘 조심스럽습니다."
08ec761df4e244a5a121f9e36bd41928,1.7742,여성,65,고졸 이하,경기,60-69,그 외 기계 조작원,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>27>35,56>57>63,34>27>1,1,4,1,4,,요즘 스마트폰을 이용한 보이스피싱이나 금융 사기가 기술을 악용해 너무 교묘해져서 노인들에게 큰 위협이 되는 것 같습니다. 또한 기후 변화로 인해 예측하기 힘든 돌발 호우나 폭설 같은 기상 재난도 더 정밀하게 관리해야 할 위험 요인이라고 생각합니다.
a05d49652211451396d7cd3fdad29a48,0.6606,남성,68,고졸 이하,충북,60-69,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>9>1,34>27>29,56>68>57,34>2>27,1,4,1,4,,기후 변화로 인한 폭염과 한파 같은极端한 기상 변화가 노약자들에게 큰 위협이 되고 있어 이에 대한 대비가 필요하다고 생각합니다. 또한 스마트폰 등 디지털 기술에 익숙하지 않은 고령자들이 재난 알림을 제때接收하지 못해 피해를 입는 '디지털 정보 격차'도 중요한 위험 요인입니다.
5f204ed9faa34c139b58fd5f12990e6b,1.0123,남성,34,대학교 졸업,충남,30-39,자동차공학 기술자 및 연구원,3,3>4,3,5>5>5,4>4>4,4>4>4,3,5,2,1>2>13,34>35>46,63>56>57,29>34>63,1,4,1,18,,"최근 제조 현장의 스마트화와 함께 산업 제어 시스템에 대한 사이버 테러 위협이 실제적인 재난 위험요인이 될 수 있다고 생각합니다. 또한 기후 변화로 인한 이상 기후가 빈번해지면서, 기존의 예측 모델로는 잡아내기 힘든 국지적 집중호나나 돌발 홍수가 새로운 위협이 될 것 같습니다."
489897ac36904d80803bd9ae3d3509ed,1.9973,여성,27,대학교 졸업,경기,19-29,경리 사무원,2,3>2,3,4>4>5,3>3>4,4>4>4,4,4,2,1>2>9,27>34>29,56>57>58,27>34>1,1,4,1,4,,"거주하는 아파트 단지 내 배달 이륜차 사고 위험이 점점 커지고 있다고 느낍니다. 또한, 기후 변화로 인한 예측 불가능한 폭우와 폭염도 큰 위협이 될 것 같습니다."
d8d65f3c10ea4c72ba4f716d7e614d92,0.1442,여성,67,고졸 이하,세종,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>9>14,27>34>29,56>57>68,27>14>34,1,5,1,12,,"요즘 같은 무더위와 장마철에 갑자기 쏟아지는 비가 걱정되어 기상 변화에 대비하는 기술이 필요합니다. 또한, 우리 같은 어르들을 대상으로 하는 보이스피싱 같은 사기 범죄도 재난처럼 무서워서 이를 막을 수 있는 기술이 있으면 좋겠습니다."
d699088436284969acbe7fe2ad064cc7,1.0558,남성,58,고졸 이하,서울,50-59,택배원,2,2>3,3,4>5>5,3>4>4,4>5>5,3,5,2,1>2>9,29>34>27,56>57>58,29>1>34,1,2,2,,7,"지구 온난화로 인한 예측 불가능한 기상 이변과, 서울 구도심의 노후화된 건축물에서 발생할 수 있는 화재나 붕괴 사고가 우려됩니다."
ee3a31907c144a349eee1d1ab73a82c3,0.2872,여성,46,대학교 졸업,세종,40-49,그 외 상점 판매원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>29>27,56>57>67,34>29>27,1,4,1,3,,"요즘 날씨가 너무 이상해서 예측 불가능한 기상 이변이 걱정되고, 스마트폰을 많이 쓰는 아이들이 보이스피싱 같은 디지털 범죄에 많이 노출되는 것 같아 위험합니다."
6d4b2ec1e7fb4a8585ac5454ccc18e9e,1.7154,여성,58,고졸 이하,경기,50-59,강구조물 건립원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,13>1>3,46>34>35,63>57>58,46>63>13,1,4,1,4,,"요즘 기후 변화로 인해 예전처럼 계절 날씨를 예측하기 힘들어서, 갑작스러운 폭우나 태풍으로 인한 산사태나 침수 피해가 점점 더 커질 것 같습니다. 또한 고령화로 인해 재난 발생 시 노약자들이 대피하거나 대처하는 데 어려움이 겹쳐 큰 사고로 이어질까 봐 걱정됩니다."
1fcf3d8f5d05446da83804ddb231e958,1.7154,여성,53,대학교 졸업,경기,50-59,무직,3,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>9>2,27>51>34,56>57>58,27>1>56,1,4,1,4,0,"고령화로 인해 디지털 기기를 사용하지 못하는 어르신들이 안전 정보를 미처 접하지 못해 발생하는 사고, 그리고 기후 변화로 인한 예측 불가능한 폭염이나 호우가 잠재적 위험 요인이라고 생각합니다."
b15efad155424378a28b9452c3ba093f,1.6703,여성,38,대학교 졸업,경기,30-39,그 외 전자공학 기술자 및 연구원,4,3>5,4,5>5>5,4>4>4,5>5>5,3,5,1,1>3>9,51>34>38,57>56>63,51>34>1,1,4,2,,10,"급변하는 AI 기술 발전으로 인한 디지털 범죄나 사이버 테러, 그리고 고령화된 산업 단지 및 주거 시설에서 발생할 수 있는 예기치 못한 사고들이 잠재적 위험요인이라고 생각합니다."
a61c82706c29448886dd11dc1873d1b8,1.8155,남성,41,고졸 이하,경기,40-49,중형 화물차 운전원,2,2>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>5,29>34>27,57>56>58,29>1>34,1,3,2,,8,"요즘 날씨가 이상해서 장마철이 아닌데도 갑자기 폭우가 쏟아져 도로가 침수되거나 산사태가 나는 것이 자주 발생하는데, 이런 기상 이변으로 인한 사고가 더 위험해지는 것 같습니다. 또 요즘은 인터넷과 스마트폰을 이용한 보이스피싱이나 사기가 너무 교묘해져서 정보에 약한 어르신들이 큰 피해를 입는 것도 사회적 재난이라고 생각합니다."
308665a4766b4cbc8907bf473fac9689,0.9202,여성,55,고졸 이하,강원,50-59,건물 청소원,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,2>1>13,34>27>35,56>57>63,34>2>27,1,3,2,,1,요즘 날씨가 너무 이상해서 갑자기 쏟아지는 집중호우나 폭염 같은 기상 변화 때문에 큰 사고가 날까 봐 늘 마음이 쓰입니다. 그리고 집에 계신 어머니 같은 어르신들이 주택 안에서 넘어지거나 다치는 생활 안전사고도 앞으로 더 많이 생길 것 같아 미리 대책이 필요하다고 생각해요.
cd2ae06033c54d599585af63a1b5804d,0.9516,남성,69,고졸 이하,부산,60-69,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,1,1>2>14,34>35>27,56>57>63,1>34>27,1,4,2,,1,건물이나 시설이 낡아서 발생하는 화재나 붕괴 사고가 걱정됩니다. 그리고 요즘은 스마트폰을 이용한 보이스피싱 같은 범죄 기술이 너무 발달해서 노인들이 속쉽게 당하는 것도 큰 위험 요인입니다.
939faa964fad4aaeb6f15bb8e68e26b5,0.7524,남성,37,대학교 졸업,대전,30-39,무직,3,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>13,27>34>29,56>57>58,34>27>1,1,4,1,4,,"기후 변화로 인한 집중호우와 도심 홍수, 그리고 노후화된 아파트 단지의 가스 및 전기 설비 사고가 잠재적 위험요인이라고 생각합니다. 또한, 고령화 사회로 진입함에 따라 의약품 오남용이나 안전 취약계층을 위한 복지 시설의 안전 관리도 중요해질 것 같습니다."
f5e01b1f46d2487d81ea8227f53f76aa,1.0884,남성,55,대학교 졸업,경남,50-59,배전반 조작원,2,2>3,3,5>5>5,4>4>4,4>4>4,3,5,2,1>2>13,34>35>47,57>63>56,1>2>34,1,4,1,18,,요즘 날씨가 너무 변덕스러워서 예전엔 없던 태풍이나 집중호우가 갑자기 터질까 봐 걱정된다. 그리고 공장 기계들이나 전기 설비들이 다 노후되어 가는데 고장 나기 전에 미리 감지하는 기술이 더 필요한 것 같다.
3217fa07fa104da08504e6b58bc7d460,1.7154,여성,58,고졸 이하,경기,50-59,전화 상담원,1,2>1,3,4>5>5,3>4>4,5>5>5,3,5,2,2>1>13,27>34>29,56>57>68,27>34>2,1,4,1,15,,요즘 날씨가 너무 변덕스러워서 장마철에 갑자기 쏟아지는 비로 인한 침수 피해가 잦을 것 같습니다. 그리고 휴대폰 사용이 미숙한 우리 같은 어르신들이 재난 문자를 제때 확인하지 못해 대처하지 못할까 봐 그것도 큰 위험인 것 같습니다.
8310f01461c148b0b8c1e9b69f576894,0.6014,여성,39,대학교 졸업,전북,30-39,출판 및 자료편집 사무원,2,3>2,3,5>5>5,4>4>4,5>5>4,3,5,2,1>2>14,27>34>29,56>57>60,27>34>1,1,4,1,4,,"최근 AI 기술을 악용한 보이스피싱이나 딥페이크 같은 디지털 범죄가 갈수록 교묘해져서, 특히 노약자나 아이들이 피해를 입지 않을까 우려됩니다. 또한 기후 변화로 인한 예측 불가능한 폭염이나 집중호우가 일상생활에 큰 위협이 될 수 있다고 생각합니다."
5521d60472594375afe82182e9fd9f69,0.6590,남성,30,대학교 졸업,전남,30-39,시설 경비원,2,3>2,3,5>5>5,4>4>4,5>5>5,4,5,2,1>21>2,34>51>29,56>57>61,1>34>56,1,3,2,,4,"최근 기후 변화로 인해 태풍이나 폭우 같은 자연재난이 예전보다 훨씬 강해지는 것 같아서, 이에 대비하는 기술이 중요합니다. 또한, 우리가 매일 쓰는 스마트폰이나 금융 시스템 같은 곳에서 사이버 사고가 일어날 수도 있다는 생각이 들어서 이런 부분도 미리 관리했으면 좋겠습니다."
f6685e06388347298df867d800df5b46,0.8471,남성,66,고졸 이하,충남,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>23,34>27>29,56>57>61,1>34>61,1,3,2,,4,요즘 날씨가 너무 변덕스러워서 태풍이나 폭우가 갑자기 덮칠 때 피하기가 힘든 것 같습니다. 그리고 우리 해안가 지역은 높은 파도나 조수 때문에 사고가 날까 늘 걱정하고 있습니다.
d0a0339e5d8f437b9ab0ddf903501729,0.7337,남성,57,고졸 이하,울산,50-59,항공기 배관공,2,2>3,4,5>5>5,4>4>4,5>5>5,3,5,1,1>2>4,34>35>36,63>57>56,34>1>35,1,4,2,,17,공단 시설이나 낡은 주택들이 노후화되면서 고장으로 인한 사고가 점점 더 큰 위험 요인이 될 것 같습니다. 또한 요즘 날씨가 예전 같지 않아서 태풍이나 폭우 같은 기상 재난도 더 심각해질지 걱정됩니다.
34ecbddecdda4401ba359c24b5259f1e,1.2465,여성,40,고졸 이하,대구,40-49,무직,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,9>2>3,34>27>42,56>57>64,34>27>56,1,3,2,,8,"최근 기상이변으로 인한 갑작스러운 폭우나 폭염 때문에 우리 집 같은 노후된 다세대주택이 무너지거나 침수될까 봐 항상 마음을 졸이고 있습니다. 또한, 미세먼지나 새로운 유형의 감염병이 보이지 않게 가족들의 건강을 위협하고 있어서 정부가 더욱 철저히 관리해줬으면 합니다."
1913db43daa54370a254b06b29cb94b3,0.8917,여성,58,고졸 이하,대전,50-59,한식 조리사,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>27>29,58>57>56,34>29>27,1,4,1,4,,요즘 날씨가 너무 덥거나 장마철에 비가 갑자기 쏟아지는 이상 기후 때문에 산행이나 일상생활에 피해가 갈까 봐 걱정됩니다. 그리고 유튜브에서 보니 새로운 바이러스나 식중독 같은 질병이 유행하지 않을까 하는 두려움도 있습니다.
ee6d3c54049d4315a650d4a757b662d6,1.3971,남성,22,고졸 이하,인천,19-29,가구 도장기 조작원,2,3>4,3,4>4>5,4>4>4,4>4>5,4,4,2,1>9>11,34>35>51,63>56>57,63>34>11,1,3,2,,10,"최근 딥페이크 기술을 이용한 보이스피싱이 많아져서 이러한 범죄가 재난으로 확대될까 봐 걱정됩니다. 또한 공장에서 기계를 다루다 보니, 자동화 시설이 고장 나거나 오작동할 때 대처할 수 있는 기술 안전장치가 부족한 것 같습니다."
287bfd44fdaf47fa99314e389da43dd7,1.0627,여성,30,대학교 졸업,서울,30-39,온라인 쇼핑 판매원,3,3>4,3,5>4>5,4>4>4,5>4>5,3,5,1,2>9>14,51>27>34,56>57>60,51>2>27,1,4,1,4,,"AI 기술을 악용한 보이스피싱이나 딥페이크와 같은 사이버 범죄가 실생활 위협으로 급증하고 있어 이에 대한 선제적 관리가 필요하다고 생각합니다. 또한, 기후 변화로 인한 예측 불가능한 국지성 호우가 도시 기능을 마비시킬 수 있는 잠재적 위험 요인이라고 봅니다."
29ec730835774a1db65be0ea219da819,1.5143,남성,68,고졸 이하,서울,60-69,그 외 기능 관련 종사원,2,2>1,3,5>4>4,4>3>3,5>4>4,3,5,2,1>2>9,34>27>35,56>63>57,34>1>27,1,4,1,3,,"건물들이 다 오래되어가니까 혹시라도 무너지거나 고장 날까 봐 걱정이고, 요즘은 여름에 너무 덥다 보니 일하시는 분들이나 혼자 사는 노인들에게 큰일 날까 봐 겁납니다."
7ccb4ff98a8a49b1a46ba30b1a8dd8b1,1.2857,남성,49,고졸 이하,경북,40-49,시설 경비원,2,2>3,3,4>5>4,4>4>3,5>5>4,3,4,2,1>2>13,34>27>29,56>57>58,34>1>27,1,4,1,4,,"최근 날씨가 너무 변덕스러워서 갑자기 쏟아지는 집중호우나 폭염 같은 게 걱정되고, 고령화로 인해 혼자 사는 어르신들이 사고 당할까 봐 항상 마음이 쓰입니다."
ff1e7397708640a8aa328819850facb1,1.7742,여성,61,고졸 이하,경기,60-69,무직,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>34>29,56>57>58,27>1>34,1,4,1,12,0,요즘 스마트폰을 이용한 보이스피싱이나 금융 사기 기술이 너무 교묘해져서 노인들이 속쉽게 당하는 것이 위험한 것 같습니다. 그리고 여름철에 폭염이 갈수록 심해져서 건강을 해치는 것도 큰 위험인 것 같아요.
bfd2d01273414ac4b37abbb5dee5d6a7,0.7067,여성,45,고졸 이하,강원,40-49,음료 서비스 종사원,2,2>3,3,5>4>4,3>4>3,4>4>4,3,4,2,13>2>9,34>27>29,58>56>59,13>34>27,1,3,2,,3,요즘 날씨가 너무 이상해서 여름철에 갑자기 쏟아지는 비로 인한 산사태나 계곡 범람이 언제든 터질 것 같아 위험합니다. 또 우리 동네처럼 노인들이 많이 사는 시골은 화재가 났을 때 초기 대응이 늦어질 수 있어서 그것도 항상 걱정이에요.
ae070770fcc148d1b8fe1e5de2de2e52,0.7022,여성,68,고졸 이하,전북,60-69,무직,1,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,2>1>9,27>34>35,62>56>57,34>27>2,1,4,1,15,,"날씨가 너무 덥거나 장마철에 비가 너무 많이 와서 텃밭 작물이 죽거나 건강에 해로울까 봐 걱정되고, 요즘은 스마트폰을 이용한 보이스피싱 사기가 너무 많아서 어르신들이 위험한 것 같아요."
be74f4510ea1428392dda60da3d2e37a,0.8784,남성,65,고졸 이하,대구,60-69,건물용 냉동·냉장·공조기 설치 및 정비원,2,2>3,3,5>5>5,4>4>4,4>4>4,3,5,1,9>2>1,34>35>29,56>57>63,34>9>35,1,4,1,4,,"요즘 기후 변화로 여름철 폭염이 너무 심해져서 냉방 시설이 중요한데, 갑작스러운 정전이나 노후된 전기 설비로 인한 화재가 가장 걱정됩니다. 또한 고령자가 많아지는데 응급 상황에서 신고하거나 대피하는 데 어려움을 겪을 수 있는 복합 재난도 위험하다고 생각합니다."
441384a7828444179b41d4b2b98a3ccd,1.3474,남성,30,대학교 졸업,경남,30-39,관리 비서,2,3>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>14,27>34>51,56>59>57,1>27>34,1,4,1,15,,"최근 기후 변화로 인해 통영 같은 해안 지역도 예전보다 훨씬 거친 태풍이나 이상 기후로 인한 피해가 발생할까 봐 걱정됩니다. 또한 업무상으로나 일상생활로나 스마트폰을 많이 사용하는데, 보이스피싱이나 딥페이크 같은 AI 기반 사이버 범죄가 기술이 발전할수록 걷잡을 수 없이 위험해지는 것 같습니다."
9c03d2a8463c41a6909118d6122a274d,0.9048,남성,40,고졸 이하,경남,40-49,건물 경비원,2,2>4,3,5>5>4,3>3>3,4>4>4,3,4,2,1>2>13,34>30>27,56>57>61,1>34>56,1,3,2,,1,지구온난화 때문에 예전보다 태풍이나 폭우가 자주 오고 강해져서 해안가 저희 집이 많이 위험해지는 것 같습니다. 그리고 무더운 날씨가 계속되면 건물 관리하다가 열사병에 걸리거나 노약들이 쓰러지는 일도 많아질 것 같아 걱정됩니다.
e9f922d3fb6f4ac3a9a08041da614f65,0.7370,남성,64,대학교 졸업,대전,60-69,전기 용접원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>36>27,63>56>57,34>63>1,1,4,1,4,,급변하는 기후로 인한 예측 불가능한 태풍과 폭우가 건설 현장과 텃밭 농사에 큰 위협이 되고 있습니다. 또한 고령화 사회에서 혼자 사는 노인들을 겨냥한 보이스피싱 같은 디지털 범죄도 심각한 잠재적 위험으로 생각합니다.
d79a7ae65ce044698bb1bfa41bea4b81,1.0423,여성,56,고졸 이하,경남,50-59,바텐더,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>14,34>27>29,56>57>58,34>1>27,1,4,1,4,,"요즘 날씨가 너무 이상해서 예측 불가능한 태풍이나 홍수 같은 자연재난이 더 커질까 봐 걱정돼요. 그리고 아파트 같은 밀집된 곳에서 화재가 났을 때, 고령자들이나 당뇨 같은 지병이 있는 사람들이 빠르게 대피할 수 있는 기술이 부족한 것 같아 위험하게 느껴집니다."
59e2aae48fa3414f8a81bd5b8b22e6ef,0.9968,남성,67,고졸 이하,경남,60-69,하역 및 적재 관련 단순 종사원,1,2>1,3,5>5>5,4>4>4,4>4>4,3,5,2,1>2>9,34>27>29,63>57>56,63>34>1,1,4,1,4,,"날씨가 갈수록 이상해져서 폭우나 폭설이 내리면 일하는 현장이 위험해질 것 같고, 또 모르는 전염병이 다시 돌아서 사람들이 다치는 게 걱정됩니다."
f628208a4a4b4dfaa5bb8ddd87b272c0,0.5118,남성,53,고졸 이하,충북,50-59,시설 경비원,1,2>3,3,5>5>5,3>3>3,4>4>4,3,4,2,2>13>9,34>27>29,68>56>57,34>2>27,1,4,1,4,0,최근 기후 변화로 인해 태풍이나 집중호우 같은 자연재난이 예전보다 훨씬 잦고 강해져서 걱정입니다. 또한 고령화가 빠르게 진행되면서 혼자 사는 어르신들이 집에서 발생하는 화재나 각종 사고에 대처하지 못할 위험이 크다고 생각합니다.
f6fb8105e6724f75a275cee60026a7a6,0.7810,여성,44,대학교 졸업,충북,40-49,무직,2,4>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>9>2,27>34>42,56>57>61,27>1>34,1,4,1,4,,"최근 기후 변화로 인한 이상 기후가 심해져서, 갑작스러운 폭우나 극한의 더위가 내 베란다 텃밭 작물을 망치고 농산물 가격을 불안정하게 만드는 잠재적 위험요인이라고 생각합니다. 또한, 환기가 잘 안 되는 아파트 생활 특성상 미세먼지와 실내 공기 질 문제도 가족 건강을 위협하는 지속적인 재난 위험요인으로 느껴집니다."
91b4a44f61dc4b1aa082661e894becc3,1.9973,여성,29,고졸 이하,경기,19-29,무직,1,4>3,3,5>5>5,4>4>3,5>5>5,2,4,2,1>2>9,27>29>42,56>57>58,27>1>29,1,3,2,0,7,"급격한 기후 변화로 인한 이상 기후나, 요즘 많이 이야기하는 AI 기술을 악용한 딥페이크 범죄 같은 것들이 새로운 위험 요인이 될 것 같습니다."
9d8430156c3b4da18dd3f2b849d5173c,0.7337,남성,52,고졸 이하,울산,50-59,선반기 조작원,2,2>4,4,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,38>34>36,63>57>56,38>1>63,1,3,2,,17,"산업단지 내 노후화된 기계 설비로 인한 대형 사고와, 최근 많이 들리는 사이버 테러 같은 보안 문제가 미리 관리되어야 할 위험 요인인 것 같습니다."
3c5af92f96954ee697c3ccf569ae1556,1.9973,여성,25,대학교 졸업,경기,19-29,"전직 경리 사무원, 현재 구직중",2,3>2,3,5>5>5,4>4>4,5>5>5,3,4,2,9>1>2,27>34>29,56>57>68,27>34>9,1,4,1,4,,"최근 AI 기술이 발전하면서 보이스피싱이나 딥페이크 같은 사이버 범죄가 점점 더 교묘해지고 있어서, 이것이 일반인들에게 큰 위협이 될 것 같아요. 또한 기후 변화로 인해 여름철 폭염이나 장마 때 집중호우가 예전보다 심해지는 것 같아서 이런 기상 이변도 걱정됩니다."
fe4f681ac3124cc9aca8418d9099b41a,1.0887,남성,32,대학교 졸업,인천,30-39,범용 소프트웨어 프로그래머,2,3>4,3,5>5>4,4>4>3,4>5>4,3,5,2,1>9>2,51>50>29,56>57>58,1>51>29,1,4,2,,7,"급격한 기후 변화로 인한 예측 불가능한 기상 이변과, 최 developments 인공지능 기술을 악용한 고도화된 사이버 범죄나 딥페이크 같은 신종 범죄가 가장 잠재적인 위험요인이라고 생각합니다."
f016ef933a5c4db3b929fc471d592f49,0.1912,남성,34,대학교 졸업,제주,30-39,교육 및 훈련 사무원,2,3>4,3,5>5>5,4>4>3,4>5>4,3,4,2,1>2>4,27>34>33,59>62>58,1>27>59,2,3,2,,1,"기후 변화로 인한 예측 불가능한 집중호우와 돌발 태풍이 농가에 막대한 피해를 주고 있어, 이에 맞는 기술적 대비가 시급합니다. 또한 제주 방문객 증가에 따른 해양 레저 사고나 도심 교통사고 등 관광 특화 지역의 안전 위협 요인도 점차 커지고 있습니다."
7f7fdfd2452047819308c0a1b4f93c8f,0.3567,남성,67,대학교 졸업,제주,60-69,무직,2,2>3,3,4>5>4,3>4>3,4>5>4,3,4,2,1>2>4,34>27>41,56>57>59,1>34>27,1,4,1,7,0,지구 온난화로 인해 제주도의 계절적 태풍이나 산사태 패턴이 달라져 예측하기 힘든 자연재난이 발생할 가능성이 큽니다. 또한 고령화로 인해 재난 발생 시 혼자 대피하기 어려운 독거 어르신들이 늘어나는 것도 새로운 잠재적 위험 요인이라고 생각합니다.
a84806697fb44641a1ba10582924c960,1.3371,여성,23,대학교 졸업,부산,19-29,관세행정 사무원,2,3>4,3,4>4>4,4>4>4,4>4>5,4,5,2,1>13>23,51>50>27,56>57>58,51>1>50,1,3,2,,4,"기후 변화로 인해 과거보다 강력해진 태풍과 이상 고파 등 해양 재난이 우려되며, 디지털 기술의 발달에 따른 금융 전산망 해킹이나 AI를 이용한 보이스피싱 같은 사이버 위협도 커지고 있습니다."
92030733936045ada02b2d97998436d3,1.2857,남성,40,대학교 졸업,경북,40-49,중형 화물차 운전원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,2>13>1,29>27>34,63>57>58,2>13>29,1,4,1,7,0,요즘 기후 변화로 인해 여름철에 집중호우가 예고 없이 쏟아져 산길이 무너지거나 도로가 침수되는 일이 잦아져서 운전할 때마다 위험하다고 느낍니다. 또한 갑자기 찾아오는 한파나 폭설 같은 이상 기후로 인해 고속도로에서 미끄러짐 사고가 나지 않을까 항상 걱정하고 있습니다.
8ee8ea7d61904b9ab6ce80611cd504e4,0.2864,남성,19,고졸 이하,제주,19-29,무직,1,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>13,29>51>34,59>56>58,1>29>59,1,4,1,15,,"기후 변화 때문에 제주도에도 예전 없던 강한 태풍이나 폭우가 자주 오는 것 같아서, 이걸 미리 알 수 있는 기술이 더 필요하다고 느껴요. 그리고 요즘 친구들이나 저도 많이 쓰는 전동 킥보드 같은 개인형 이동장치 때문에 도로에서 사고가 많이 나는 것 같아서 이 부분도 관리가 필요한 것 같습니다."
b86d3997f0f44d3b84ceb4d5f2b6ce98,1.5626,남성,26,대학교 졸업,서울,19-29,광고 및 홍보 사무원,3,4>3,3,4>5>5,3>4>4,5>5>5,3,5,2,14>2>9,51>50>34,56>57>60,51>2>34,1,3,2,,1,"AI 기술의 발달로 인한 딥페이크 보이스피싱이나 가짜 뉴스 확산으로 인한 사회적 혼란이 미래의 주요 위험 요인이 될 것입니다. 또한, 도시 기반 시설의 노후화와 기후변화로 인한 집중호우가 결합하여 발생하는 도심 침수 사고도 선제적으로 관리되어야 합니다."
1376b03e8ec84619af84389db8672586,0.7318,남성,43,대학교 졸업,강원,40-49,경영 컨설턴트,3,3>2,3,5>5>5,4>4>4,5>5>5,2,4,2,1>13>20,51>33>29,63>56>57,1>51>63,1,3,2,,1,"지방 소멸과 고령화로 인해 지역 사회의 자체 방재 역량이 점차 약화되고 있는 점이 우려됩니다. 또한, 중소기업의 급격한 디지털 전환 과정에서 구축된 시스템의 보안 취약점이나 노후 설비와의 호환성 문제로 인한 새로운 형태의 산업 사고 위험도 잠재적으로 존재한다고 생각합니다."
5e924b166d1d4bceb048b52b1e1b1f67,1.6820,여성,65,고졸 이하,서울,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,13>2>9,27>34>29,56>57>68,13>34>27,1,4,2,,3,최근 기상이변으로 장마철에 비가 갑자기 많이 쏟아져서 언덕길이 많은 우리 동네 산사태 위험이 가장 걱정됩니다. 또한 고령화 시대에 맞춰 집안에 계신 어르신들이나 저 같은 어르신들이 겪을 수 있는 화재나 넘어짐 같은 생활 안전사고도 더 많이 신경 써야 한다고 생각합니다.
16ef0d776cd64b469e67188e69f5f00a,1.6426,남성,42,대학교 졸업,서울,40-49,수질 환경 기술자 및 연구원,4,3>2,3,5>5>5,4>4>4,5>5>5,3,4,2,2>13>9,43>42>34,56>57>58,43>2>42,1,4,1,4,,"서울 내 노후화된 다세대주택 밀집 지역(서대문구 등)의 지하 공간 및 빗물 펌프장 노후화로 인한 집중호우 시 침수 위험, 그리고 현재 수질 기준에는 없으나 생태계와 인체에 잠재적 위협이 될 수 있는 신종 유해화학물질 및 미세 플라스틱 오염이 심각한 잠재적 위험요인이라고 생각합니다."
