uuid,weight,sex,age,edu,region,age_band,occupation,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
1ab1fc84a8be466ba7f04ad689397ca2,1.8362,남성,30,대학교 졸업,경기,30-39,화학물 증류기 및 반응기 조작원,4,4,6,9>1>2,38>42>29,63>57>58,38>63>29,1>4,2
df0e4689489a44269ace2d56132fccba,1.8362,남성,32,대학교 졸업,경기,30-39,지게차 운전원,4,4,6,9>1>2,34>29>46,63>56>58,63>34>29,1>2,2
e9606eb674d446d1861df4469dc0daaa,1.8155,남성,49,고졸 이하,경기,40-49,건물 청소원,4,4,8,1>2>9,34>35>29,56>63>57,34>29>1,1>2,2
962307fdd3bc49419d7c54e6accab8ec,1.8155,남성,49,대학교 졸업,경기,40-49,노점 및 이동 판매원,4,5,2,9>1>10,34>29>27,56>57>58,34>9>29,1>4,2
422f3bc7748949bc915dc49acd9c1c66,1.8155,남성,46,대학교 졸업,경기,40-49,사무 보조원,3,4,8,9>1>2,34>29>42,56>63>58,34>9>29,1>2,2
c1b375afa6bb4a76b9b6d74149aab857,1.7323,남성,53,고졸 이하,경기,50-59,무직,4,4,7,1>2>9,34>29>27,56>57>67,34>29>2,1>2,2
971b3258275a41e7b63876be87695389,1.9973,여성,26,대학교 졸업,경기,19-29,일반 비서,4,4,6,9>1>2,34>41>51,63>56>68,34>63>9,1>2,2
91b4a44f61dc4b1aa082661e894becc3,1.9973,여성,29,고졸 이하,경기,19-29,무직,3,4,8,1>2>9,34>42>27,56>57>67,34>42>1,1>4,2
27b596b36369440eb35d36fc07507ed1,1.9614,여성,49,대학교 졸업,경기,40-49,시각장애인 특수교육 교사,5,4,8,9>1>2,39>34>51,68>56>57,39>34>68,1>4,2
4f2141413e24496aae8a8034453e0464,1.7154,여성,54,대학교 졸업,경기,50-59,작업치료사,4,4,8,1>9>2,34>27>42,68>56>58,34>27>1,1>4,2
08ec761df4e244a5a121f9e36bd41928,1.7742,여성,65,고졸 이하,경기,60-69,그 외 기계 조작원,4,4,8,9>1>2,34>35>42,56>57>58,34>56>9,1>2,2
b26420014c7a494d8f1c615c4549caf2,1.7742,여성,64,고졸 이하,경기,60-69,무직,4,4,5,1>2>9,34>35>27,56>68>58,34>1>27,1>2,2
0badb1b8976645a5b7a995aebce36f3f,1.7742,여성,65,고졸 이하,경기,60-69,무직,4,4,8,1>9>2,34>27>29,56>57>58,34>1>9,1>2,2
1052050497b14c109ab57f58aee25df9,1.7742,여성,61,고졸 이하,경기,60-69,무직,4,4,6,1>9>2,34>27>42,56>57>60,34>27>1,1>2,2
dc198faffa0540bb848e1e332dff981c,1.7742,여성,61,고졸 이하,경기,60-69,무직,4,4,2,9>1>5,34>27>29,56>57>68,34>9>29,1>4,2
7f49ebe509e84d46b80f5b221c616a9f,0.5294,여성,24,대학교 졸업,강원,19-29,무직,4,4,4,9>1>13,29>34>27,67>57>58,29>9>34,1>4,2
899242f503804f9ca8cdc0bd1d36f61b,0.8182,남성,40,대학교 졸업,충남,40-49,플랜트공학 기술자 및 연구원,5,5,6,1>14>13,36>35>46,63>57>56,36>35>1,1>2,4
392991f0f7204b53beefbdee9e428865,0.8230,여성,42,대학교 졸업,전북,40-49,상담 전문가,4,4,3,1>9>14,27>34>51,56>57>68,14>34>29,1>4,2
f332ce24595141dba85bbe7c2036e08f,0.7067,여성,55,고졸 이하,전북,50-59,무직,4,4,3,14>9>2,34>27>42,56>57>68,34>14>9,1>3,2
5c21d74c190141af92dfe4aa4039b726,0.6911,여성,55,대학교 졸업,전남,50-59,일반 비서,4,4,2,1>9>13,34>27>29,68>62>57,1>9>34,1>3,2
c189719a0dc84294b0772d5de9e277d4,0.7396,여성,61,고졸 이하,전남,60-69,무직,4,4,1,1>2>9,34>27>35,68>57>58,1>34>68,1>2,2
2b7e25678da34fde8d25c817632efbe1,0.7396,여성,63,대학교 졸업,전남,60-69,무직,4,4,1,1>9>2,27>34>35,68>57>58,1>27>34,1>2,2
7ccb4ff98a8a49b1a46ba30b1a8dd8b1,1.2857,남성,49,고졸 이하,경북,40-49,시설 경비원,4,4,8,1>2>9,34>35>29,57>56>58,34>1>57,1>2,2
51dc0d84557e4637bfd8890a8eba7809,0.8518,남성,64,고졸 이하,경북,60-69,운송장비 청소원,4,4,6,9>2>1,27>29>34,63>57>56,9>29>63,1>2,2
ede669b7fbf945c298f62574f56d2fc6,0.8518,남성,68,고졸 이하,경북,60-69,무직,4,4,8,1>9>2,34>29>40,68>56>57,34>29>1,1>2,2
35f4acdd95ba48979c126171ff8cd99a,1.3315,남성,28,고졸 이하,경남,19-29,건축자재 영업원,4,4,8,1>9>2,34>29>40,63>56>57,34>1>29,1>2,2
441384a7828444179b41d4b2b98a3ccd,1.3474,남성,30,대학교 졸업,경남,30-39,관리 비서,4,4,6,1>2>9,29>34>51,56>64>58,29>1>34,1>3,2
d1705adae51c4dd3aefca20dd23c44b2,0.9048,남성,48,대학교 졸업,경남,40-49,마케팅 전문가,4,4,1,1>2>9,34>35>51,63>68>58,1>34>63,1>2,2
3c56739b7f8b469aac1e57eca5555978,0.9048,남성,46,고졸 이하,경남,40-49,그 외 기계 조작원,4,4,8,1>2>9,34>35>29,57>63>56,34>29>1,1>2,2
cb64e04a9e3e445e93e77333fb618be8,0.4216,여성,56,고졸 이하,제주,50-59,철도운송 관련 종사원,4,4,7,1>4>2,31>34>27,68>61>56,1>31>34,1>2,2
4958721c5c23468d839cf53907a41219,0.3525,여성,62,고졸 이하,제주,60-69,수동 포장원,3,4,1,1>4>2,34>35>29,63>57>68,1>34>4,1>2,2
d17516bfe9004760b3b96bdba077a753,1.1175,여성,42,대학원 졸업,부산,40-49,공학·제조 및 건설 분야 교수,4,4,6,1>9>14,34>46>35,56>57>63,1>34>46,1>3,4
210ef1c2c8634448b14a6b08361029ff,1.0752,남성,19,고졸 이하,대구,19-29,무직,4,4,4,2>9>13,34>29>46,58>67>57,34>9>29,1>2,2
201755791b984ed795a8e6d61c16aaec,0.9858,남성,59,대학교 졸업,대구,50-59,온라인 쇼핑 판매원,3,4,8,9>1>13,34>29>51,56>58>57,34>9>29,1>2,2
40b5b5d3a10043118f0e8e35b59f35cb,0.9858,남성,52,고졸 이하,대구,50-59,일반 비서,3,4,7,1>9>2,29>34>27,56>57>58,1>29>34,1>2,2
be74f4510ea1428392dda60da3d2e37a,0.8784,남성,65,고졸 이하,대구,60-69,건물용 냉동·냉장·공조기 설치 및 정비원,4,4,2,9>1>5,34>35>29,63>57>56,9>34>63,1>2,2
678f60cf933e40059c2f19af1a46df64,0.8784,남성,64,고졸 이하,대구,60-69,외국어 교사,4,4,8,9>1>2,34>27>29,56>57>67,34>9>29,1>3,2
9bbc119bfd5d4a8e9cd36d58167a42d3,1.0887,남성,33,고졸 이하,인천,30-39,금형원,4,4,8,1>9>2,34>38>29,63>57>56,34>63>1,1>2,2
3347ada617454da5b22001f9b7e52e7b,1.1214,남성,64,고졸 이하,인천,60-69,그 외 법률 관련 사무원,4,4,8,1>9>2,34>35>27,56>61>57,34>1>56,1>2,2
9dad7b1e21874f71945247905e0930d4,0.9468,여성,58,고졸 이하,인천,50-59,보험 사무원,4,4,8,1>9>2,34>27>29,56>57>68,34>1>29,1>2,2
ec31ab6b1bb847189d07f25d24d4d876,0.9468,여성,52,고졸 이하,인천,50-59,무직,4,4,8,1>9>2,34>27>35,68>56>57,34>27>1,1>2,2
89ee68daa5244dca8a1006262b173979,0.9468,여성,51,대학원 졸업,인천,50-59,마케팅 전문가,4,4,8,9>1>2,34>39>54,56>57>58,34>9>39,1>3,2
f424577df8e44bd8ab0e8a634b105fa6,0.7238,남성,23,대학교 졸업,광주,19-29,통신장비 기사,4,4,7,1>9>2,34>29>27,63>56>57,34>29>1,1>3,2
1cb23053e77a4e3a8b69da650031625c,0.8982,여성,53,대학교 졸업,광주,50-59,교육 및 훈련 사무원,4,4,6,9>13>1,34>40>35,63>56>58,63>9>34,1>2,2
27746e8f9b2e4151828ff99c2b080895,0.7691,남성,49,대학교 졸업,대전,40-49,철도 기관사,5,4,4,1>2>14,31>34>35,56>57>64,31>34>1,1>3,2
a48cdb8de0f44ea7875205877cd65cee,0.5505,남성,32,고졸 이하,울산,30-39,경리 사무원,4,4,6,1>2>9,34>29>35,63>57>56,34>63>1,1>3,2
d3ff31e01a664fa9928baacef8884ef2,0.7338,여성,51,고졸 이하,울산,50-59,그 외 제조 관련 단순 종사원,4,4,6,1>2>9,34>29>40,63>57>56,34>1>29,1>2,2
bdab7526524e456288030fdf89d78586,0.2234,남성,50,대학원 졸업,세종,50-59,컴퓨터 시스템 감리 전문가,5,4,8,9>1>13,51>34>29,56>57>58,51>34>29,1>4,2
efdd37721833492c8c4e5284033e7d3e,0.5354,여성,39,대학원 졸업,강원,30-39,그 외 제품 디자이너,4,4,10,2>13>1,34>27>29,60>57>56,2>34>13,1>2,2
9ee3641e06d244e5bd7913644e18e24e,0.6261,여성,35,고졸 이하,충북,30-39,건물 청소원,3,4,2,2>9>1,27>34>29,63>57>64,2>9>27,1>2,2
c500d22a6ec041d3b88247b9cfbff2bf,0.9458,남성,19,고졸 이하,충남,19-29,지게차 운전원,4,4,6,9>1>2,34>29>42,63>56>57,63>34>29,1>2,2
3d75af0716554d729202d174068262c0,1.2120,여성,65,고졸 이하,충남,60-69,무직,4,4,7,1>2>9,27>34>29,68>57>62,34>1>27,1>2,2
6b042fbcea2e48cf82aa71ecbe4341df,0.8586,남성,46,고졸 이하,전북,40-49,건물용 냉동·냉장·공조기 설치 및 정비원,5,4,3,1>13>14,34>35>29,63>57>56,63>34>13,1>4,2
5521d60472594375afe82182e9fd9f69,0.6590,남성,30,대학교 졸업,전남,30-39,시설 경비원,4,4,1,1>2>21,34>35>46,56>57>61,34>1>29,1>2,2
b0589b9b7319443a95e2c535ed30a7e5,0.5767,여성,23,대학교 졸업,전남,19-29,상담 전문가,4,4,1,1>23>9,34>29>51,61>59>68,1>61>34,1>4,2
216392f650bb4646a24a3c7d5a90a0aa,0.8368,여성,32,대학교 졸업,경북,30-39,무직,4,4,8,14>1>9,34>42>29,68>56>59,14>34>68,1>3,2
04ad51ab3d59489a8c9ae28ae3de4420,1.0354,여성,20,대학교 졸업,경남,19-29,무직,3,4,6,9>1>2,42>34>27,67>56>60,42>9>67,1>2,2
c0fcef8d8cbe4528963588f817cccc6d,0.3797,남성,40,고졸 이하,제주,40-49,우편집배원,4,4,1,1>2>9,29>34>27,63>67>68,1>29>34,1>2,2
4ed841e122f44a979d4f3b95e8e2f396,0.6112,여성,32,대학교 졸업,광주,30-39,화학 연구원,4,4,6,9>1>13,38>34>27,63>56>57,38>63>34,1>5,2
0e00cf0a85d64c6b934a47d72cb41e01,0.6112,여성,39,대학교 졸업,광주,30-39,보육교사,4,4,8,9>1>13,27>34>42,68>64>56,27>68>9,1>4,2
cdf46062b00d41b4992e5a2a62d042a1,0.1523,남성,26,대학교 졸업,세종,19-29,상품 기획자,4,4,8,9>1>2,34>29>46,56>57>67,34>9>29,1>2,2
7d43be9d1b6b4dfdb0861d244791247f,0.1523,남성,19,고졸 이하,세종,19-29,무직,3,3,6,9>1>5,34>29>27,56>57>58,34>9>29,1>2,2
078bf6b66df64569ba4bd9de802ae7ad,0.2866,남성,64,고졸 이하,세종,60-69,사무 보조원,4,4,6,1>2>9,34>29>35,63>57>68,34>1>29,1>2,2
bd07b052789f43228daa671cda17c827,0.7610,남성,21,대학교 졸업,전북,19-29,법률 관리자,3,4,8,9>14>1,34>29>35,56>57>67,34>14>57,1>2,2
d1d8688f7eb14c0aab38bf5e2e0958ca,0.7610,남성,19,고졸 이하,전북,19-29,무직,3,4,3,13>1>5,51>34>29,58>62>57,13>1>34,1>2,2
66366debed0c4e0fb8f82af06a07f347,0.8057,남성,50,고졸 이하,전남,50-59,일식 조리사,4,4,1,1>13>2,34>35>29,57>63>58,1>34>13,1>2,2
a2d99723f8044641a9d6be23b5b57b2e,0.8057,남성,56,고졸 이하,전남,50-59,무직,4,4,1,13>1>9,33>34>35,62>58>57,13>33>1,1>2,2
2452cea321a94f79a545c22b6d7c50ab,0.8057,남성,51,고졸 이하,전남,50-59,무직,4,4,8,1>9>2,34>27>29,68>56>57,34>1>68,1>3,2
bc484cc4842948ae96412ab27e6ba8bf,1.0317,남성,22,대학교 졸업,경북,19-29,온라인 쇼핑 판매원,3,4,1,9>2>11,51>27>29,57>64>58,9>51>57,1>2,2
b7470844104f4da6a0996faaec2be2a3,1.0317,남성,28,대학교 졸업,경북,19-29,무직,4,4,2,1>9>2,51>29>34,57>64>58,1>51>29,1>4,2
a1a9ec962a6a4fb4b847f32c6256bed9,0.4514,남성,58,대학교 졸업,제주,50-59,청소년 지도사,4,4,1,1>4>13,29>34>33,61>58>62,1>29>61,1>4,2
b30aa489209d4301bcac593a40930105,0.4514,남성,52,고졸 이하,제주,50-59,시설 경비원,4,4,1,1>21>13,34>27>29,58>56>67,1>34>29,1>2,2
416645089c4f43cd933edfe73e4b14b4,0.6591,남성,36,대학교 졸업,광주,30-39,중식 조리사,4,4,8,9>1>2,34>35>42,63>57>56,34>35>63,1>2,2
63160e5cc1e943eb923531f452358bc0,0.6591,남성,36,대학교 졸업,광주,30-39,철도교통 관제사,5,4,4,2>9>1,31>34>29,56>58>57,31>2>34,1>3,2
1c8c66fafb224c30844115288c3303f7,0.4494,여성,39,대학교 졸업,울산,30-39,사무 보조원,4,4,8,1>2>9,34>38>27,56>63>57,34>1>38,1>2,2
c517ab8061f64981beb9e968c62a3a49,0.4494,여성,37,대학교 졸업,울산,30-39,비상 발전기 설치 및 정비원,5,5,6,1>9>2,34>47>35,63>57>56,34>63>1,1>3,2
b3862e0695cf4a8d834b9489c840efc6,0.7318,남성,42,고졸 이하,강원,40-49,지게차 운전원,4,4,6,2>13>5,34>29>27,63>58>57,63>34>29,1>2,2
1376b03e8ec84619af84389db8672586,0.7318,남성,43,대학교 졸업,강원,40-49,경영 컨설턴트,4,4,8,1>2>13,34>35>29,56>68>63,1>34>13,1>2,2
04ce917bca254851b70196ba0413e78e,0.6423,여성,26,대학교 졸업,전북,19-29,화장품 판매원,4,4,3,9>11>1,27>34>42,56>57>67,34>27>9,1>4,2
a58bba35ceda43499dc75388edfe77e3,0.6423,여성,19,고졸 이하,전북,19-29,무직,3,4,3,14>1>9,42>29>34,56>67>60,14>42>29,1>4,2
2fc45faf924d42f9a15d4d91e8fe3b81,0.2780,여성,39,고졸 이하,제주,30-39,무직,4,4,1,1>2>9,27>34>29,56>57>64,1>34>27,1>2,2
7f66e715183d496e904644727f485373,0.2780,여성,39,대학교 졸업,제주,30-39,철도운송 관련 종사원,4,4,7,1>4>2,29>31>34,68>67>56,1>34>29,1>4,2
